YEAR;WUE;ID;Psummer;Tsummer;BAI
2018;82.67108078;6;67.73333359;41.33333333;NA
2019;NA;6;50.53333537;41.90000153;NA
2020;NA;6;58.96666908;43.23333518;NA
1900;63.06250417;4;NA;NA;491.7326166
1901;63.96762496;4;69.76667023;51.13333543;575.9183663
1902;71.10714806;4;83.50000127;52.69999981;441.0250263
1903;74.55699135;4;54.30000178;32.26666737;394.526024
1904;75.92412923;4;54.36666679;23.83333397;595.6784149
1905;71.26370732;4;74.73333486;51.96666686;442.4586751
1906;68.25724927;4;30.83333429;25.23333391;541.2024861
1907;68.86350788;4;41.10000038;33.76666673;670.726916
1908;66.41380996;4;91.3666687;43.00000095;682.2847324
1909;70.56878596;4;66.46666718;30.96666686;439.6267025
1910;63.67829755;4;73.69999949;40.76666673;503.7441009
1911;73.37193437;4;61.06666692;30.33333429;697.6401136
1912;69.67729083;4;62.96666718;44.36666775;248.1730598
1913;69.954849;4;57.50000064;33.60000006;389.6150653
1914;65.58817101;4;75.40000025;56.09999975;207.2760282
1915;63.51304298;4;56.63333384;41.09999975;599.6289415
1916;68.65596586;4;32.60000038;28.46666718;510.2205508
1917;68.82939404;4;58.03333282;31.33333333;671.2013684
1918;73.89249272;4;35.93333435;25.70000045;585.0188245
1919;66.16628442;4;44.89999994;27.23333327;544.7960004
1920;65.01337664;4;60.79999924;33.83333302;505.3648596
1921;71.20522799;4;51.96666718;39.70000045;601.8208988
1922;62.30303163;4;70.06666946;36.73333454;732.0750973
1923;69.91215285;4;47.66666794;44.03333473;140.627702
1924;66.11346279;4;41.16666667;32.10000006;351.7742371
1925;63.30197466;4;60.73333486;51.06666819;657.6878004
1926;66.64588071;4;47.60000038;33.9333334;568.4916487
1927;67.06123738;4;81.10000229;45.53333505;754.9508035
1928;75.64990897;4;31.83333397;27.20000045;799.1072155
1929;60.30447428;4;57;21.80000019;397.4219492
1930;65.63035609;4;78.73333486;38.36666711;435.7431367
1931;67.23589945;4;47.5333341;40.63333352;491.1828601
1932;73.10930261;4;125.7333349;86.60000165;522.9060406
1933;76.40014297;4;69.66666857;32.66666698;514.0748261
1934;70.77716311;4;61.40000025;44.63333416;636.2627238
1935;75.60594547;4;68.13333384;53.9333334;828.9569107
1936;69.07649168;4;74.66666921;45.03333505;745.2232231
1937;70.23151212;4;56.50000127;31.60000038;692.1343276
1938;70.79360621;4;63;47.20000045;685.5430909
1939;71.50271444;4;90.60000102;58.33333492;813.0191371
1940;66.74824139;4;114.7333323;67.70000013;785.7109474
1941;74.84678297;4;92.43333689;69.66667016;795.1876635
1942;78.35424273;4;83.03333664;63.9333353;678.0294291
1943;70.77821712;4;81.86666743;72;972.6979654
1944;77.37830008;4;66.40000089;41.86666648;722.5198253
1945;69.95835297;4;87.53333664;75.43333689;249.7155821
1946;72.22330043;4;51.29999987;40.89999994;576.2842456
1947;78.33098433;4;52.66666794;46.50000095;477.5630998
1948;67.32534615;4;44.86666679;40.63333352;628.9599811
1949;78.19925307;4;68.5333341;49.80000019;845.5389168
1950;77.90065278;4;57.40000153;47.90000184;748.6972413
1951;70.27311704;4;85.73333613;56.50000191;861.8966524
1952;68.67020505;4;87.13333257;75.03333282;1120.370462
1953;69.02016735;4;88.03333537;26.5666666;811.8735017
1954;63.57746109;4;59.36666743;37.79999987;933.3262849
1955;74.55645125;4;94.43333689;55.16666921;836.0684146
1956;75.25163098;4;69.40000025;54.13333321;867.7566102
1957;71.37688607;4;71.70000299;23.16666667;783.6433361
1958;77.46298623;4;65.23333359;44.70000076;422.5452162
1959;70.64843625;4;75.86666743;51.73333359;891.8559933
1960;70.67639161;4;69.00000127;47.90000184;906.551616
1961;74.71016906;4;62.20000076;47.43333403;505.3775953
1962;80.10343078;4;33.1666673;26.26666737;931.9538342
1963;71.03037673;4;103.5333354;68.50000223;834.1416529
1964;78.37682371;4;43.59999911;23.19999981;900.3862929
1965;84.34942629;4;44.93333308;33.83333333;713.9491371
1966;76.87345701;4;66.96666718;42.93333403;930.8470409
1967;79.01462625;4;32.60000038;25.83333365;1150.891183
1968;79.27141878;4;90.86666743;71.13333352;642.7191941
1969;78.16946402;4;65.30000051;35.20000013;857.0887597
1970;77.47672616;4;64.96666654;37.0666666;908.2179156
1971;82.89232712;4;75.83333588;44.83333556;1454.374308
1972;79.51815908;4;98.56666819;59.26666832;1035.163184
1973;82.02505137;4;90.93333308;48.00000095;836.9510125
1974;81.05347068;4;85.23333486;69.66666762;1004.026015
1975;83.80131517;4;71.43333435;50.13333352;906.0055969
1976;79.05212588;4;72.53333346;70.46666654;848.044537
1977;78.83008679;4;117.5000051;63.8000021;508.5271837
1978;85.87334753;4;50.23333581;24.30000114;678.5049358
1979;80.64510873;4;51.43333308;37.26666609;698.3352991
1980;85.2204241;4;64.16666794;40.63333416;972.6047549
1981;78.346793;4;47.16666794;30.80000083;695.5777441
1982;80.68527422;4;83.90000153;74.33333492;1114.581642
1983;83.96977805;4;108.0333341;92.80000114;1499.189239
1984;87.59196111;4;37.80000019;26.10000006;829.6959928
1985;92.83769144;4;52.3333327;40.83333302;890.8296328
1986;87.87302008;4;31.56666692;20.96666718;902.9715796
1987;82.70770339;4;62.90000153;43.50000223;1068.523171
1988;90.26914177;4;79.60000356;32.1666673;1570.539564
1989;81.49160233;4;52.03333473;47.90000153;884.1436428
1990;87.42364288;4;64.13333384;36.53333346;1005.308906
1991;84.59813247;4;27.5333341;21.63333416;1140.55652
1992;82.04374552;4;101.2666677;51.33333556;980.6778763
1993;83.78858507;4;47.53333473;35.10000102;1123.668673
1994;87.67866219;4;39.2000014;29.66666794;1247.817173
1995;83.06848336;4;44.30000178;36.43333499;260.640447
1996;86.42983124;4;75.26666896;63.46666813;714.7076765
1997;80.20151206;4;133.6000061;85.36666965;273.3597887
1998;81.26523481;4;44.20000203;34.7000014;971.5775633
1999;77.80911233;4;62.66666794;51.93333467;1107.753521
2000;83.04548671;4;66.66666921;43.30000114;982.3622898
2001;87.18727469;4;62.06666819;53.36666775;1034.589439
2002;78.50433475;4;97.8666687;73.03333378;864.0472512
2003;95.3118602;4;44.96666813;33.60000134;1049.108222
2004;84.26927957;4;54.60000165;51.2000014;812.1349801
2005;87.31229766;4;38.90000089;31.46666718;813.1217445
2006;103.8434504;4;65.73333486;40.76666705;906.3594391
2007;90.97873516;4;54.96666781;37.76666641;1106.221177
2008;87.53138195;4;67.93333435;40.6666673;1131.318572
2009;94.96963779;4;43.66666794;34.26666768;1422.094716
2010;87.98076252;4;58.50000064;24.36666743;1092.04622
2011;85.40888501;4;50.00000191;30.66666762;1014.299552
2012;94.26443979;4;49.63333384;34.50000064;1687.558495
2013;90.79542457;4;82.86666743;47.26666641;1129.939656
2014;95.51060251;4;63.20000203;51.66666826;1103.109175
2015;101.8930271;4;97.93333435;66.93333371;1075.777276
2016;88.17112793;4;40.76666641;31.03333314;711.8748636
2017;88.10456781;4;91.63333639;50.63333321;450.9159177
2018;88.468133;4;80.76666768;55.99999968;NA
2019;95.28797653;4;68.06666692;55.40000057;NA
2020;93.24021203;4;64.43333562;32.63333416;NA
1900;64.70723524;8;NA;NA;631.5262339
1901;58.62353328;8;69.76667023;51.13333543;623.4495
1902;66.20128483;8;83.50000127;52.69999981;371.4198037
1903;68.30088814;8;54.30000178;32.26666737;509.5045486
1904;70.13808211;8;54.36666679;23.83333397;890.6794279
1905;70.63612617;8;74.73333486;51.96666686;760.5895423
1906;75.71121795;8;30.83333429;25.23333391;798.4424703
1907;71.323708;8;41.10000038;33.76666673;942.1248426
1908;73.16369831;8;91.3666687;43.00000095;650.3583804
1909;68.5475869;8;66.46666718;30.96666686;855.9805927
1910;67.66673406;8;73.69999949;40.76666673;1053.055279
1911;77.15713127;8;61.06666692;30.33333429;1239.000018
1912;73.07293698;8;62.96666718;44.36666775;440.1011971
1913;71.45795113;8;57.50000064;33.60000006;899.7747852
1914;69.23015322;8;75.40000025;56.09999975;370.5047502
1915;67.82370539;8;56.63333384;41.09999975;967.9906015
1916;68.59843312;8;32.60000038;28.46666718;1267.311639
1917;71.23302686;8;58.03333282;31.33333333;1415.925066
1918;72.62254646;8;35.93333435;25.70000045;910.6747995
1919;68.72363682;8;44.89999994;27.23333327;732.8155223
1920;70.28774434;8;60.79999924;33.83333302;880.7335703
1921;70.21608023;8;51.96666718;39.70000045;890.2682062
1922;68.45105641;8;70.06666946;36.73333454;803.2930986
1923;66.84286869;8;47.66666794;44.03333473;132.5647834
1924;69.52964897;8;41.16666667;32.10000006;426.0154654
1925;66.74306761;8;60.73333486;51.06666819;1113.888508
1926;71.30237897;8;47.60000038;33.9333334;832.8200703
1927;65.84410019;8;81.10000229;45.53333505;937.6235431
1928;75.96164914;8;31.83333397;27.20000045;955.6906967
1929;68.17123736;8;57;21.80000019;549.3387749
1930;60.83121448;8;78.73333486;38.36666711;842.0602995
1931;62.06535314;8;47.5333341;40.63333352;839.9333645
1932;63.51499498;8;125.7333349;86.60000165;1102.156203
1933;67.14819038;8;69.66666857;32.66666698;1191.682008
1934;66.66306117;8;61.40000025;44.63333416;1201.297076
1935;80.67306186;8;68.13333384;53.9333334;1229.189465
1936;66.51789009;8;74.66666921;45.03333505;852.8896256
1937;63.59542995;8;56.50000127;31.60000038;1259.763762
1938;67.01148506;8;63;47.20000045;1032.263316
1939;65.89471141;8;90.60000102;58.33333492;1346.833177
1940;65.01878915;8;114.7333323;67.70000013;1454.090452
1941;64.87528303;8;92.43333689;69.66667016;1238.286803
1942;64.52640698;8;83.03333664;63.9333353;1307.496736
1943;69.43991716;8;81.86666743;72;1532.674819
1944;69.13497575;8;66.40000089;41.86666648;1458.829665
1945;71.9702219;8;87.53333664;75.43333689;331.2846279
1946;71.83940639;8;51.29999987;40.89999994;968.6054671
1947;70.26020039;8;52.66666794;46.50000095;470.7843181
1948;67.42871852;8;44.86666679;40.63333352;687.7023756
1949;70.80594136;8;68.5333341;49.80000019;1166.454204
1950;74.07031576;8;57.40000153;47.90000184;859.5051191
1951;64.66518641;8;85.73333613;56.50000191;1138.906044
1952;64.71192631;8;87.13333257;75.03333282;1721.344148
1953;66.35639124;8;88.03333537;26.5666666;1740.67355
1954;58.47739504;8;59.36666743;37.79999987;1413.603657
1955;68.92803715;8;94.43333689;55.16666921;1440.606092
1956;64.8071489;8;69.40000025;54.13333321;1402.171919
1957;65.15578842;8;71.70000299;23.16666667;1032.771202
1958;64.55436771;8;65.23333359;44.70000076;1627.412356
1959;60.12129285;8;75.86666743;51.73333359;1840.382449
1960;63.02652793;8;69.00000127;47.90000184;1271.209759
1961;70.69652753;8;62.20000076;47.43333403;1159.797448
1962;76.05304455;8;33.1666673;26.26666737;1260.018849
1963;68.42014666;8;103.5333354;68.50000223;1383.872757
1964;74.39798913;8;43.59999911;23.19999981;1729.092134
1965;77.44436804;8;44.93333308;33.83333333;955.1173466
1966;77.10291861;8;66.96666718;42.93333403;629.0645966
1967;77.41490407;8;32.60000038;25.83333365;1016.420005
1968;74.48701859;8;90.86666743;71.13333352;619.0907092
1969;76.76568999;8;65.30000051;35.20000013;1035.472233
1970;78.48361997;8;64.96666654;37.0666666;1405.845211
1971;81.14756254;8;75.83333588;44.83333556;1651.778802
1972;78.77361568;8;98.56666819;59.26666832;1450.53747
1973;81.22637397;8;90.93333308;48.00000095;1661.254394
1974;81.21201396;8;85.23333486;69.66666762;1418.287374
1975;82.48985884;8;71.43333435;50.13333352;1197.151287
1976;77.49029391;8;72.53333346;70.46666654;773.2764884
1977;77.21973566;8;117.5000051;63.8000021;560.8098393
1978;75.40423664;8;50.23333581;24.30000114;878.8690571
1979;75.17602941;8;51.43333308;37.26666609;864.2529941
1980;78.05252443;8;64.16666794;40.63333416;941.8981627
1981;69.55958819;8;47.16666794;30.80000083;854.9174851
1982;74.66062275;8;83.90000153;74.33333492;1107.97936
1983;76.38634836;8;108.0333341;92.80000114;1260.308579
1984;84.60467553;8;37.80000019;26.10000006;1043.032406
1985;84.32051392;8;52.3333327;40.83333302;1481.710319
1986;82.89908364;8;31.56666692;20.96666718;1550.946244
1987;78.55818071;8;62.90000153;43.50000223;1364.787015
1988;83.38829647;8;79.60000356;32.1666673;1874.426047
1989;82.50494799;8;52.03333473;47.90000153;1356.303909
1990;79.74330085;8;64.13333384;36.53333346;1829.308548
1991;78.69356668;8;27.5333341;21.63333416;1479.235079
1992;78.95169783;8;101.2666677;51.33333556;1751.878226
1993;85.00872601;8;47.53333473;35.10000102;1856.81171
1994;86.71250175;8;39.2000014;29.66666794;1710.176109
1995;95.95748161;8;44.30000178;36.43333499;232.3766602
1996;80.37269794;8;75.26666896;63.46666813;1162.92666
1997;81.7213945;8;133.6000061;85.36666965;388.5454511
1998;82.08128711;8;44.20000203;34.7000014;1384.202472
1999;75.56110852;8;62.66666794;51.93333467;1721.86635
2000;79.32533392;8;66.66666921;43.30000114;1385.098564
2001;83.69764856;8;62.06666819;53.36666775;1811.876442
2002;78.05416094;8;97.8666687;73.03333378;1440.793994
2003;92.60888777;8;44.96666813;33.60000134;1654.518287
2004;85.81421905;8;54.60000165;51.2000014;879.2126269
2005;91.95530897;8;38.90000089;31.46666718;1115.088045
2006;91.66492786;8;65.73333486;40.76666705;1091.855582
2007;92.89461763;8;54.96666781;37.76666641;1774.330049
2008;85.27829153;8;67.93333435;40.6666673;1728.250674
2009;86.43740798;8;43.66666794;34.26666768;1463.402849
2010;82.42102383;8;58.50000064;24.36666743;1052.396514
2011;84.07571908;8;50.00000191;30.66666762;1466.73942
2012;97.31633271;8;49.63333384;34.50000064;2015.103802
2013;91.36836725;8;82.86666743;47.26666641;591.6074994
2014;84.80439543;8;63.20000203;51.66666826;794.3495926
2015;90.73735183;8;97.93333435;66.93333371;1362.167948
2016;87.50427905;8;40.76666641;31.03333314;958.3977669
2017;84.00584103;8;91.63333639;50.63333321;1055.546641
2018;91.12886703;8;80.76666768;55.99999968;NA
2019;84.07802831;8;68.06666692;55.40000057;NA
2020;85.78968391;8;64.43333562;32.63333416;NA
1900;71.07115411;7;NA;NA;433.5592879
1901;59.80307781;7;39.83333524;23.6666673;481.6643465
1902;60.63877832;7;41.90000025;26.73333359;364.3432748
1903;58.18331954;7;28.36666711;17.00000032;364.3342693
1904;67.2926099;7;33.56666724;14.23333327;556.5519979
1905;60.40632281;7;39.53333346;28.56666629;566.089931
1906;64.07719171;7;22.49999974;14.9;715.7600339
1907;67.69309784;7;18.26666705;17.46666718;635.7230313
1908;63.07900367;7;47.76666737;19.80000019;687.5840191
1909;64.82882793;7;27.10000102;12.80000019;660.9558355
1910;64.14550653;7;26.50000032;16.66666698;609.31307
1911;65.41217123;7;39.3333346;21.90000025;689.9091437
1912;70.59798416;7;28.76666673;20.00000032;511.2620097
1913;72.42951988;7;30.43333324;18.00000016;641.3257652
1914;66.1858075;7;39.6666673;23.5333341;169.2976214
1915;65.15707231;7;33.0333341;22.86666679;423.2083652
1916;58.00484675;7;14.66666683;16.80000035;603.4274883
1917;61.2035679;7;28.99999968;15.16666698;668.1451186
1918;67.13807113;7;14.79999987;13.26666641;484.0751596
1919;61.36963739;7;26.7000006;17.46666702;468.0392823
1920;56.19595902;7;36.23333295;21.16666667;683.7704009
1921;64.25466874;7;32.26666705;25;583.8724255
1922;57.11853781;7;40.10000102;20.56666692;597.5701631
1923;58.95279628;7;30.33333492;32.03333505;303.5739841
1924;61.24128705;7;12.80000051;12.43333371;353.6459745
1925;61.90470088;7;34.1666673;26.76666768;469.2001856
1926;60.65807969;7;21.83333365;17.23333359;332.0832508
1927;55.09895242;7;44.10000038;24.26666705;393.8030505
1928;69.41868758;7;24.13333384;21.50000064;444.2564391
1929;59.49434505;7;39.50000032;17.30000019;231.3750701
1930;67.25422368;7;49.20000045;20.26666673;386.1746631
1931;66.2198126;7;26.93333371;24.86666679;448.4704481
1932;59.37952601;7;63.9000028;42.43333467;422.460003
1933;67.9177066;7;49.90000025;23.20000076;485.9554205
1934;64.55114445;7;31.89999962;23.59999975;539.8533755
1935;71.16871335;7;32.56666692;26.03333346;424.0332295
1936;70.50874271;7;48.30000114;27.56666724;360.1592885
1937;69.47785728;7;38.36666807;17.46666718;522.0289777
1938;71.19805355;7;28.46666654;21.26666705;526.5160147
1939;70.52491291;7;54.26666705;30.36666775;520.2855821
1940;72.28325314;7;61.09999975;32.50000064;548.8464826
1941;72.36877352;7;51.36666743;34.86666679;556.7288308
1942;75.52073244;7;47.93333308;37.66666667;552.8764962
1943;72.69732275;7;37.63333321;36.13333321;333.3145807
1944;73.44750016;7;31.70000045;20.63333352;525.7718375
1945;66.03523844;7;41.43333371;33.60000038;177.3001356
1946;76.68450865;7;19.56666724;15.70000045;394.934931
1947;72.06651412;7;29.63333384;26.63333384;277.4320834
1948;56.84236456;7;21.16666667;20.80000051;444.6804599
1949;67.2430062;7;38.86666807;27.6666673;573.8736085
1950;78.25278565;7;34.96666781;29.06666692;445.311806
1951;70.79776963;7;45.30000051;29.60000038;378.4471894
1952;74.81687257;7;52.70000013;49.80000051;635.1289681
1953;72.65657347;7;49.66666857;15.43333371;688.4811187
1954;57.6807565;7;33.03333346;20.63333384;567.068504
1955;68.84320866;7;50.73333486;29.40000089;709.2347675
1956;72.28296703;7;28.33333365;23.70000013;592.6066482
1957;73.14062836;7;39.2000006;11.73333343;546.7354659
1958;72.77487858;7;41.83333397;27.93333435;669.0569054
1959;69.91721508;7;44.46666781;28.09999975;748.993577
1960;77.35514001;7;30.23333422;23.13333448;665.8962473
1961;73.28272662;7;36.30000051;30.26666705;622.7664028
1962;75.44518175;7;15.96666749;13.83333365;585.3850708
1963;65.74848267;7;51.80000051;32.20000076;563.3940853
1964;70.11116236;7;22.39999978;13.30000003;729.4446223
1965;74.49580012;7;17.73333359;15.43333371;546.1899618
1966;73.04868698;7;32.66666667;21.60000038;309.3288246
1967;76.03657074;7;17.63333384;15.00000032;311.6117528
1968;72.08621067;7;37.09999975;29.63333321;228.1505955
1969;63.76547274;7;34.43333371;18.53333346;388.6959119
1970;74.28895716;7;36.10000102;21.06666692;523.4949689
1971;75.4406266;7;42.93333499;24.90000025;476.3348115
1972;60.37810914;7;44.36666679;26.83333397;505.9331624
1973;61.93007177;7;53.80000114;27.83333397;673.2888148
1974;60.73283464;7;46.30000178;37.00000127;582.0353324
1975;61.87009045;7;30.30000114;23.33333397;568.5319799
1976;69.11111355;7;43.43333371;41.76666705;421.8874796
1977;70.15316611;7;68.30000114;35.40000025;240.5348722
1978;76.82070693;7;22.79999971;12.4666667;491.6512686
1979;74.73930898;7;34.79999987;28.86666679;240.9669164
1980;81.32103808;7;43.06666629;22.80000019;338.5953057
1981;73.79892182;7;28.1666673;23.50000064;300.1508436
1982;71.98772631;7;36.13333448;33.16666794;376.4126057
1983;79.22984734;7;60.60000229;55.10000165;375.7457267
1984;80.1962529;7;22.10000086;13.19999997;261.0132059
1985;73.46304745;7;29.36666791;21.46666765;328.2143939
1986;87.14628471;7;16.86666727;12.16666714;373.6534402
1987;76.60317835;7;35.23333327;27.73333327;159.6936196
1988;68.59101818;7;51.90000089;18.20000076;435.4423034
1989;67.16585043;7;25.93333371;26.06666756;555.7615615
1990;77.51382104;7;38.6666673;24.76666705;637.2925382
1991;82.83190376;7;14.20000013;13.29999987;601.1617906
1992;64.64019346;7;56.13333448;27.86666679;453.4464872
1993;80.54428363;7;21.96666702;16.56666676;553.761157
1994;78.44449152;7;21.43333308;18.36666679;453.6305502
1995;78.94590009;7;33.63333321;21.66666667;169.4702908
1996;73.5075987;7;33.93333435;30.86666743;251.2527489
1997;62.6325325;7;72.50000254;49.96666908;166.9077241
1998;77.38503535;7;26.20000076;22.50000127;440.1717933
1999;73.34484504;7;32.90000153;28.20000076;403.9962344
2000;87.37047197;7;26.6666673;21.46666718;493.8796737
2001;90.93971317;7;23.66666762;25.8333346;334.6320854
2002;76.24997181;7;53.63333257;41.03333282;346.246313
2003;85.07027756;7;27.5666674;21.99999984;490.8289963
2004;73.36073377;7;32.43333435;29.70000076;337.1201844
2005;86.25674804;7;24.03333314;16.9333334;394.7888318
2006;84.47142746;7;39.40000025;21.73333359;439.6886154
2007;80.20780847;7;29.60000086;18.86666727;536.9703075
2008;70.84703947;7;35.9333334;20.23333327;469.6465258
2009;64.87935326;7;20.59999975;18.13333321;480.2878509
2010;87.75863246;7;37.93333435;20.10000038;268.1949076
2011;71.11274989;7;26.80000114;18.26666705;434.0381107
2012;79.91824803;7;26.80000083;18.66666698;560.3489619
2013;69.97941608;7;43.4666659;24.63333321;208.7498321
2014;64.76900259;7;34.43333308;27.20000013;446.3543576
2015;73.36387996;7;57.06666819;33.46666718;585.3770948
2016;80.58354467;7;16.50000016;17.86666663;384.0185118
2017;75.55649415;7;56.8333346;37.26666768;151.7698875
2018;65.93153381;7;42.50000064;30.76666768;NA
2019;71.05280144;7;33.06666756;32.30000114;NA
2020;74.93617171;7;34.83333397;22.23333359;NA
1900;64.09423897;3;NA;NA;809.3045518
1901;55.715892;3;39.83333524;23.6666673;810.1968658
1902;62.54803167;3;41.90000025;26.73333359;674.8775821
1903;59.58544601;3;28.36666711;17.00000032;773.9356505
1904;63.78895229;3;33.56666724;14.23333327;922.5064441
1905;57.62831368;3;39.53333346;28.56666629;897.3969457
1906;62.71346635;3;22.49999974;14.9;853.5391314
1907;60.45197354;3;18.26666705;17.46666718;784.5988828
1908;58.22662419;3;47.76666737;19.80000019;918.7387793
1909;66.36856577;3;27.10000102;12.80000019;758.1542301
1910;62.00582835;3;26.50000032;16.66666698;766.1169825
1911;66.79678938;3;39.3333346;21.90000025;812.4133156
1912;66.90473372;3;28.76666673;20.00000032;733.9163726
1913;64.52560134;3;30.43333324;18.00000016;792.9799375
1914;56.72007662;3;39.6666673;23.5333341;814.426826
1915;56.45402599;3;33.0333341;22.86666679;935.7093289
1916;57.13598085;3;14.66666683;16.80000035;1002.401004
1917;60.90158483;3;28.99999968;15.16666698;898.093087
1918;62.21082502;3;14.79999987;13.26666641;711.4493898
1919;56.47994106;3;26.7000006;17.46666702;741.5556022
1920;53.72717959;3;36.23333295;21.16666667;1022.424378
1921;62.66414616;3;32.26666705;25;750.2750192
1922;54.35351393;3;40.10000102;20.56666692;664.3378387
1923;56.8303647;3;30.33333492;32.03333505;407.7035731
1924;61.75238401;3;12.80000051;12.43333371;477.2107227
1925;60.17154633;3;34.1666673;26.76666768;647.3948347
1926;57.02869534;3;21.83333365;17.23333359;566.0196284
1927;57.41133428;3;44.10000038;24.26666705;815.7993801
1928;67.44978269;3;24.13333384;21.50000064;599.5916472
1929;57.82697348;3;39.50000032;17.30000019;397.8115935
1930;59.32408445;3;49.20000045;20.26666673;658.4536707
1931;60.09438235;3;26.93333371;24.86666679;683.9540517
1932;55.5766517;3;63.9000028;42.43333467;814.9949177
1933;56.3356314;3;49.90000025;23.20000076;882.6165808
1934;64.64154798;3;31.89999962;23.59999975;709.2148451
1935;69.44894743;3;32.56666692;26.03333346;580.7818623
1936;57.37395264;3;48.30000114;27.56666724;575.6991126
1937;63.13974761;3;38.36666807;17.46666718;771.8084248
1938;66.48265097;3;28.46666654;21.26666705;772.2580542
1939;62.22844241;3;54.26666705;30.36666775;809.9064503
1940;61.99299287;3;61.09999975;32.50000064;990.8417155
1941;60.32749345;3;51.36666743;34.86666679;849.4894063
1942;63.83258163;3;47.93333308;37.66666667;800.4093976
1943;61.57978202;3;37.63333321;36.13333321;645.8411459
1944;61.7950333;3;31.70000045;20.63333352;952.630206
1945;52.65589581;3;41.43333371;33.60000038;387.8453569
1946;67.89349723;3;19.56666724;15.70000045;745.4796109
1947;54.47943357;3;29.63333384;26.63333384;1052.918087
1948;57.54287757;3;21.16666667;20.80000051;1386.634658
1949;62.02583186;3;38.86666807;27.6666673;1520.352947
1950;62.77710247;3;34.96666781;29.06666692;1221.020812
1951;57.71555977;3;45.30000051;29.60000038;1152.981579
1952;56.14110096;3;52.70000013;49.80000051;1638.855436
1953;63.45398008;3;49.66666857;15.43333371;1888.458579
1954;62.29999795;3;33.03333346;20.63333384;1244.94647
1955;59.25910717;3;50.73333486;29.40000089;1624.281793
1956;62.4159845;3;28.33333365;23.70000013;1489.394678
1957;56.51257031;3;39.2000006;11.73333343;1292.16472
1958;64.97674046;3;41.83333397;27.93333435;1780.081577
1959;64.12828811;3;44.46666781;28.09999975;1726.092317
1960;66.79445404;3;30.23333422;23.13333448;1330.379719
1961;68.37029219;3;36.30000051;30.26666705;1432.761532
1962;67.36041298;3;15.96666749;13.83333365;1193.10185
1963;60.16590276;3;51.80000051;32.20000076;1044.808627
1964;69.28526886;3;22.39999978;13.30000003;1631.941004
1965;72.0098017;3;17.73333359;15.43333371;1108.526058
1966;61.0578833;3;32.66666667;21.60000038;910.8073061
1967;62.71879884;3;17.63333384;15.00000032;1144.035158
1968;59.71005761;3;37.09999975;29.63333321;804.2994494
1969;57.23512241;3;34.43333371;18.53333346;1149.213942
1970;64.06023083;3;36.10000102;21.06666692;1421.082173
1971;68.03072052;3;42.93333499;24.90000025;1289.639022
1972;65.96121569;3;44.36666679;26.83333397;1251.004492
1973;76.09294213;3;53.80000114;27.83333397;1694.71802
1974;64.86270124;3;46.30000178;37.00000127;1320.756598
1975;70.12564763;3;30.30000114;23.33333397;1151.516153
1976;63.64318129;3;43.43333371;41.76666705;776.3556372
1977;66.82736081;3;68.30000114;35.40000025;904.6279696
1978;62.38687119;3;22.79999971;12.4666667;1216.819126
1979;60.06759977;3;34.79999987;28.86666679;776.703424
1980;62.73731521;3;43.06666629;22.80000019;1037.645706
1981;68.01340433;3;28.1666673;23.50000064;892.075166
1982;67.87721897;3;36.13333448;33.16666794;964.6459007
1983;69.12626568;3;60.60000229;55.10000165;793.5887866
1984;57.39039189;3;22.10000086;13.19999997;747.0684946
1985;66.14334254;3;29.36666791;21.46666765;1077.020079
1986;64.7436146;3;16.86666727;12.16666714;988.3665852
1987;60.15377269;3;35.23333327;27.73333327;470.0310755
1988;64.61770733;3;51.90000089;18.20000076;1568.507547
1989;72.52283037;3;25.93333371;26.06666756;1421.774694
1990;70.70737553;3;38.6666673;24.76666705;1566.938939
1991;69.15642821;3;14.20000013;13.29999987;1237.402352
1992;64.77938107;3;56.13333448;27.86666679;1038.697995
1993;71.72664979;3;21.96666702;16.56666676;1284.524316
1994;71.77868755;3;21.43333308;18.36666679;1066.67226
1995;72.94981817;3;33.63333321;21.66666667;390.847973
1996;63.44693078;3;33.93333435;30.86666743;829.2477577
1997;61.12322303;3;72.50000254;49.96666908;1131.5313
1998;70.0441225;3;26.20000076;22.50000127;1327.700255
1999;67.16032924;3;32.90000153;28.20000076;577.7572127
2000;69.00148688;3;26.6666673;21.46666718;1086.459029
2001;64.78118745;3;23.66666762;25.8333346;909.2963004
2002;68.80031954;3;53.63333257;41.03333282;969.9643468
2003;77.4336094;3;27.5666674;21.99999984;1397.371083
2004;65.46264081;3;32.43333435;29.70000076;918.338826
2005;68.40207817;3;24.03333314;16.9333334;1174.214504
2006;61.73621591;3;39.40000025;21.73333359;1247.151261
2007;68.98046016;3;29.60000086;18.86666727;1604.772154
2008;69.29232051;3;35.9333334;20.23333327;1465.307647
2009;66.72059848;3;20.59999975;18.13333321;1420.825189
2010;67.3661008;3;37.93333435;20.10000038;616.7365264
2011;72.7161789;3;26.80000114;18.26666705;1292.826303
2012;81.95509164;3;26.80000083;18.66666698;1424.712255
2013;64.93856601;3;43.4666659;24.63333321;483.9198295
2014;72.42897771;3;34.43333308;27.20000013;1214.0995
2015;80.64008164;3;57.06666819;33.46666718;1700.138506
2016;75.46092198;3;16.50000016;17.86666663;804.8120048
2017;71.07974443;3;56.8333346;37.26666768;314.6759009
2018;83.47162585;3;42.50000064;30.76666768;NA
2019;83.86633933;3;33.06666756;32.30000114;NA
